D1    dce_setenv          | Debug level is <DEBUG:DEBUG>
W2253 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2254 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2255 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2256 dce_push_long       | sending <dce_rpccount>=0
D2257 dce_pop_long        | got <dce_rpccount>=80185
D2258 dce_pop_int         | got <dce_svr_pid>=13146
D2259 dce_submit_ext      | data transferred, Socket <968> closed
D2260 dce_pop_long        | got <dce_result>=1
D2261 dce_table_destroy   | about to clear <9965df0>
D2262 dce_table_destroy   | current time is <Mon Sep 07 15:29:34 2020>
D2263 dce_findserver      | current time is <Mon Sep 07 15:29:34 2020>
D2264 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2265 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2266 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2267 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2268 dce_push_long       | sending <dce_rpccount>=0
D2269 dce_pop_long        | got <dce_rpccount>=55151622
D2270 dce_pop_int         | got <dce_svr_pid>=25945
D2271 dce_submit_ext      | data transferred, Socket <968> closed
D2272 dce_table_destroy   | about to clear <99651a0>
D2273 dce_table_destroy   | current time is <Mon Sep 07 15:29:34 2020>
D2274 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2276 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2277 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2278 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2279 dce_push_long       | sending <dce_rpccount>=0
D2280 dce_pop_long        | got <dce_rpccount>=80186
D2281 dce_pop_int         | got <dce_svr_pid>=13146
D2282 dce_submit_ext      | data transferred, Socket <968> closed
D2283 dce_pop_long        | got <dce_result>=1
D2284 dce_table_destroy   | about to clear <9966580>
D2285 dce_table_destroy   | current time is <Mon Sep 07 15:29:34 2020>
D2286 dce_findserver      | current time is <Mon Sep 07 15:29:34 2020>
D2287 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2288 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2289 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2290 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2291 dce_push_long       | sending <dce_rpccount>=0
D2292 dce_pop_long        | got <dce_rpccount>=55151623
D2293 dce_pop_int         | got <dce_svr_pid>=25945
D2294 dce_submit_ext      | data transferred, Socket <968> closed
D2295 dce_table_destroy   | about to clear <9966bd0>
D2296 dce_table_destroy   | current time is <Mon Sep 07 15:29:34 2020>
D2297 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2299 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2300 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2301 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2302 dce_push_long       | sending <dce_rpccount>=0
D2303 dce_pop_long        | got <dce_rpccount>=80187
D2304 dce_pop_int         | got <dce_svr_pid>=13146
D2305 dce_submit_ext      | data transferred, Socket <968> closed
D2306 dce_pop_long        | got <dce_result>=1
D2307 dce_table_destroy   | about to clear <9966730>
D2308 dce_table_destroy   | current time is <Mon Sep 07 15:29:34 2020>
D2309 dce_findserver      | current time is <Mon Sep 07 15:29:34 2020>
D2310 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2311 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2312 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2313 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2314 dce_push_long       | sending <dce_rpccount>=0
D2315 dce_pop_long        | got <dce_rpccount>=55151624
D2316 dce_pop_int         | got <dce_svr_pid>=25945
D2317 dce_submit_ext      | data transferred, Socket <968> closed
D2318 dce_table_destroy   | about to clear <9966460>
D2319 dce_table_destroy   | current time is <Mon Sep 07 15:29:34 2020>
D2320 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2322 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2323 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2324 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2325 dce_push_long       | sending <dce_rpccount>=0
D2326 dce_pop_long        | got <dce_rpccount>=80188
D2327 dce_pop_int         | got <dce_svr_pid>=13146
D2328 dce_submit_ext      | data transferred, Socket <968> closed
D2329 dce_pop_long        | got <dce_result>=1
D2330 dce_table_destroy   | about to clear <99667e0>
D2331 dce_table_destroy   | current time is <Mon Sep 07 15:29:34 2020>
D2332 dce_findserver      | current time is <Mon Sep 07 15:29:34 2020>
D2333 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2334 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2335 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2336 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2337 dce_push_long       | sending <dce_rpccount>=0
D2338 dce_pop_long        | got <dce_rpccount>=55151625
D2339 dce_pop_int         | got <dce_svr_pid>=25945
D2340 dce_submit_ext      | data transferred, Socket <968> closed
D2341 dce_table_destroy   | about to clear <99669d0>
D2342 dce_table_destroy   | current time is <Mon Sep 07 15:29:34 2020>
D2343 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2345 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2346 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2347 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2348 dce_push_long       | sending <dce_rpccount>=0
D2349 dce_pop_long        | got <dce_rpccount>=80189
D2350 dce_pop_int         | got <dce_svr_pid>=13146
D2351 dce_submit_ext      | data transferred, Socket <968> closed
D2352 dce_pop_long        | got <dce_result>=1
D2353 dce_table_destroy   | about to clear <9966af0>
D2354 dce_table_destroy   | current time is <Mon Sep 07 15:29:34 2020>
D2355 dce_findserver      | current time is <Mon Sep 07 15:29:34 2020>
D2356 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2357 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2358 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2359 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2360 dce_push_long       | sending <dce_rpccount>=0
D2361 dce_pop_long        | got <dce_rpccount>=55151627
D2362 dce_pop_int         | got <dce_svr_pid>=25945
D2363 dce_submit_ext      | data transferred, Socket <968> closed
D2364 dce_table_destroy   | about to clear <9967660>
D2365 dce_table_destroy   | current time is <Mon Sep 07 15:29:34 2020>
D2366 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2368 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2369 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2370 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2371 dce_push_long       | sending <dce_rpccount>=0
D2372 dce_pop_long        | got <dce_rpccount>=80190
D2373 dce_pop_int         | got <dce_svr_pid>=13146
D2374 dce_submit_ext      | data transferred, Socket <968> closed
D2375 dce_pop_long        | got <dce_result>=1
D2376 dce_table_destroy   | about to clear <9967100>
D2377 dce_table_destroy   | current time is <Mon Sep 07 15:29:34 2020>
D2378 dce_findserver      | current time is <Mon Sep 07 15:29:34 2020>
D2379 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2380 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2381 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2382 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2383 dce_push_long       | sending <dce_rpccount>=0
D2384 dce_pop_long        | got <dce_rpccount>=55151629
D2385 dce_pop_int         | got <dce_svr_pid>=25945
D2386 dce_submit_ext      | data transferred, Socket <968> closed
D2387 dce_table_destroy   | about to clear <9967c20>
D2388 dce_table_destroy   | current time is <Mon Sep 07 15:29:34 2020>
D2389 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2391 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2392 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2393 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2394 dce_push_long       | sending <dce_rpccount>=0
D2395 dce_pop_long        | got <dce_rpccount>=80191
D2396 dce_pop_int         | got <dce_svr_pid>=13146
D2397 dce_submit_ext      | data transferred, Socket <968> closed
D2398 dce_pop_long        | got <dce_result>=1
D2399 dce_table_destroy   | about to clear <9967100>
D2400 dce_table_destroy   | current time is <Mon Sep 07 15:29:35 2020>
D2401 dce_findserver      | current time is <Mon Sep 07 15:29:35 2020>
D2402 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2403 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2404 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2405 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2406 dce_push_long       | sending <dce_rpccount>=0
D2407 dce_pop_long        | got <dce_rpccount>=55151633
D2408 dce_pop_int         | got <dce_svr_pid>=25945
D2409 dce_submit_ext      | data transferred, Socket <968> closed
D2410 dce_table_destroy   | about to clear <9967680>
D2411 dce_table_destroy   | current time is <Mon Sep 07 15:29:35 2020>
D2412 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2414 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2415 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2416 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2417 dce_push_long       | sending <dce_rpccount>=0
D2418 dce_pop_long        | got <dce_rpccount>=80192
D2419 dce_pop_int         | got <dce_svr_pid>=13146
D2420 dce_submit_ext      | data transferred, Socket <968> closed
D2421 dce_pop_long        | got <dce_result>=1
D2422 dce_table_destroy   | about to clear <9967230>
D2423 dce_table_destroy   | current time is <Mon Sep 07 15:29:35 2020>
D2424 dce_findserver      | current time is <Mon Sep 07 15:29:35 2020>
D2425 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2426 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2427 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2428 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2429 dce_push_long       | sending <dce_rpccount>=0
D2430 dce_pop_long        | got <dce_rpccount>=55151638
D2431 dce_pop_int         | got <dce_svr_pid>=25945
D2432 dce_submit_ext      | data transferred, Socket <968> closed
D2433 dce_table_destroy   | about to clear <9967cc0>
D2434 dce_table_destroy   | current time is <Mon Sep 07 15:29:35 2020>
D2435 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2437 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2438 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2439 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2440 dce_push_long       | sending <dce_rpccount>=0
D2441 dce_pop_long        | got <dce_rpccount>=80193
D2442 dce_pop_int         | got <dce_svr_pid>=13146
D2443 dce_submit_ext      | data transferred, Socket <968> closed
D2444 dce_pop_long        | got <dce_result>=1
D2445 dce_table_destroy   | about to clear <99685d0>
D2446 dce_table_destroy   | current time is <Mon Sep 07 15:29:35 2020>
D2447 dce_findserver      | current time is <Mon Sep 07 15:29:35 2020>
D2448 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2449 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2450 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2451 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2452 dce_push_long       | sending <dce_rpccount>=0
D2453 dce_pop_long        | got <dce_rpccount>=55151642
D2454 dce_pop_int         | got <dce_svr_pid>=25945
D2455 dce_submit_ext      | data transferred, Socket <968> closed
D2456 dce_table_destroy   | about to clear <9968c70>
D2457 dce_table_destroy   | current time is <Mon Sep 07 15:29:35 2020>
D2458 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2460 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2461 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2462 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2463 dce_push_long       | sending <dce_rpccount>=0
D2464 dce_pop_long        | got <dce_rpccount>=80194
D2465 dce_pop_int         | got <dce_svr_pid>=13146
D2466 dce_submit_ext      | data transferred, Socket <968> closed
D2467 dce_pop_long        | got <dce_result>=1
D2468 dce_table_destroy   | about to clear <9968850>
D2469 dce_table_destroy   | current time is <Mon Sep 07 15:29:35 2020>
D2470 dce_findserver      | current time is <Mon Sep 07 15:29:35 2020>
D2471 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2472 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2473 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2474 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2475 dce_push_long       | sending <dce_rpccount>=0
D2476 dce_pop_long        | got <dce_rpccount>=55151645
D2477 dce_pop_int         | got <dce_svr_pid>=25945
D2478 dce_submit_ext      | data transferred, Socket <968> closed
D2479 dce_table_destroy   | about to clear <9968660>
D2480 dce_table_destroy   | current time is <Mon Sep 07 15:29:35 2020>
D2481 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2483 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2484 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2485 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2486 dce_push_long       | sending <dce_rpccount>=0
D2487 dce_pop_long        | got <dce_rpccount>=80195
D2488 dce_pop_int         | got <dce_svr_pid>=13146
D2489 dce_submit_ext      | data transferred, Socket <968> closed
D2490 dce_pop_long        | got <dce_result>=1
D2491 dce_table_destroy   | about to clear <9968df0>
D2492 dce_table_destroy   | current time is <Mon Sep 07 15:29:35 2020>
D2493 dce_findserver      | current time is <Mon Sep 07 15:29:35 2020>
D2494 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2495 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2496 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2497 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2498 dce_push_long       | sending <dce_rpccount>=0
D2499 dce_pop_long        | got <dce_rpccount>=55151646
D2500 dce_pop_int         | got <dce_svr_pid>=25945
D2501 dce_submit_ext      | data transferred, Socket <968> closed
D2502 dce_table_destroy   | about to clear <9968f80>
D2503 dce_table_destroy   | current time is <Mon Sep 07 15:29:35 2020>
D2504 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2506 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2507 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2508 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2509 dce_push_long       | sending <dce_rpccount>=0
D2510 dce_pop_long        | got <dce_rpccount>=80196
D2511 dce_pop_int         | got <dce_svr_pid>=13146
D2512 dce_submit_ext      | data transferred, Socket <968> closed
D2513 dce_pop_long        | got <dce_result>=1
D2514 dce_table_destroy   | about to clear <9969b70>
D2515 dce_table_destroy   | current time is <Mon Sep 07 15:29:35 2020>
D2516 dce_findserver      | current time is <Mon Sep 07 15:29:35 2020>
D2517 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2518 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2519 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2520 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2521 dce_push_long       | sending <dce_rpccount>=0
D2522 dce_pop_long        | got <dce_rpccount>=55151653
D2523 dce_pop_int         | got <dce_svr_pid>=25945
D2524 dce_submit_ext      | data transferred, Socket <968> closed
